,x,y
sheds,-18.50776,-2.941938
PAHs,-39.551796,0.36559775
Toolkit,27.964197,10.971004
achieve,31.886751,-31.882002
placements,13.461552,9.398271
validationthe,23.684933,33.488075
overpass,-2.2832923,-20.783587
iodine,-41.479294,-5.0124173
Mio,-5.8132114,17.821426
Min,8.775128,24.490217
nexus,16.70483,-19.8333
kya,3.8220198,26.884726
Mie,-1.8165356,-9.192059
Mid,-17.292356,-27.96659
Mix,23.381529,37.961334
celsius,-9.567181,-35.357525
latitudinally,-2.3739612,0.81148595
counting,-31.926603,-18.469313
qualifiers,5.21576,9.481202
parliamentary,4.026481,-4.3883204
embracers,-12.098555,10.347092
FWHM,9.693101,11.416238
cdiac,34.321854,4.771007
orthogonality,14.57558,4.520699
cardinal,32.701664,14.1735115
Aberdeen,4.451312,-12.879101
glutinosa,-19.006987,19.43537
begs,23.01939,-5.328407
etched,-10.813268,-2.8854535
paramount,28.91332,-9.903522
PgC,-26.783714,-45.750854
crashes,12.128275,-2.2818537
impartial,25.902998,-9.161977
Bretherton,10.817727,-5.2519693
Average,-7.8470387,-30.970598
Weitzman,38.387848,2.4114072
NGOM,-32.258446,4.999406
semidiurnal,-0.7205459,37.907616
frich,-24.469433,32.87415
commodity,19.728582,-38.981842
vanadium,-18.637554,12.01651
anisomerous,15.593177,35.97714
junggar,-1.2113253,19.115
microclimate,-18.095802,12.942669
NGOs,23.19775,-19.18171
fallax,-14.459708,22.533775
Parties,26.51086,-37.939884
invests,0.8114186,11.893449
increase,-26.824808,-37.343864
occidentalis,4.176339,7.990356
extractor,-11.632059,-10.609925
yule,-0.72231954,1.2090365
subsections,-13.326164,1.6524462
estuary,-37.809273,-23.681627
furnished,17.822893,13.875431
discharging,3.5334156,20.243935
furnishes,22.550669,0.83439004
vdnc,4.8672023,45.139896
macrotus,-13.790862,24.155289
White,-16.77514,-33.637337
tbc,5.1043496,3.5536165
supplemented,-3.4483464,-39.569767
gtc,-26.582138,-45.908447
Views,24.161442,5.7956014
gtm,42.540367,13.329702
gtp,-2.941886,-30.450525
WBCSD,36.17711,-0.12457843
offers,22.079258,-29.70268
Using,7.271605,-40.981155
happened,30.367212,-24.585718
pennate,1.4405102,10.194096
combustions,15.986914,36.089127
thermogenic,-35.98342,-1.749813
jaso,11.744016,28.657099
RAMPFIT,34.685307,-5.319111
trihalides,-21.107014,9.632586
fluidization,6.1241245,0.8143946
CMORPH,29.268028,31.051153
underneath,-19.802912,2.4747133
biorad,-10.793272,-6.3916545
ltmi,27.377546,11.745678
uncontrolled,14.2714405,-10.283669
sowing,-29.173592,-40.66421
execute,14.493462,0.415029
name,6.738387,-23.670584
rmsd,9.8379755,21.639416
SCENuncoupled,-3.5621457,5.742624
clutch,-22.606968,-10.228357
tera,8.767811,24.458721
synchronize,-11.73783,-23.270449
BCCR,2.3618581,-25.800352
magmatism,-35.383446,-18.63079
hypothesise,16.504692,26.094257
individually,-0.29481873,-30.465546
coniferous,-31.045433,-13.555239
hydroxide,-14.747348,-10.889371
populated,-31.182371,-16.664047
plant,-34.4853,-7.408422
NetCDF,32.450478,8.577349
Meridiani,-1.3681148,12.09942
TEMP,14.886044,43.472538
oklahoma,-37.724297,-33.144062
inadequacy,23.56436,18.625187
plasmids,15.011802,10.29352
cancels,23.204353,10.213686
experimentsthe,29.357605,12.70796
parallax,19.442183,13.1449585
edifices,-18.799957,6.787413
processed,-14.993505,-14.23857
moschatus,-8.758384,9.418332
RFC,35.503654,-9.506572
Record,-29.555613,17.02766
oasis,-40.285366,8.6409235
RFE,-3.864458,-24.168835
bathymetry,-34.021538,-25.192661
ulf,-21.382734,41.285667
Security,17.219835,-19.055141
RFs,-2.8819664,47.55369
RFp,24.005913,46.39978
hadcrut,-5.5007854,-25.544832
calories,-4.0327063,-12.884805
corroborating,-22.71603,6.4446177
RFc,24.005526,46.39309
butterflies,-31.052296,-9.40673
FGSS,29.067785,13.420907
place,31.419794,-35.446167
apolar,-9.165005,-3.148157
swing,17.939564,-5.39005
hadcruh,20.064924,22.040539
childhood,11.008213,-13.878941
sympatric,-16.604925,17.06527
Uncertainties,11.658416,-31.014948
revenue,18.107664,-37.01876
dimethyl,-39.778835,-4.2117386
Stark,-6.3017883,29.618555
reintroduction,18.016743,-18.463137
Outflow,-30.096603,5.864254
Stars,5.7153597,28.92296
array,-7.585575,-21.193993
kissmig,6.4009604,2.9082537
engineer,4.1986365,-5.8828607
iam,5.400335,-29.580494
given,12.920131,-31.051947
necessarily,37.04292,-21.64287
district,15.971521,-46.374023
Bernoulli,13.916253,8.283159
provenance,-41.747322,-13.914697
carbonate,-44.97345,-9.991954
iab,-2.2362297,28.24905
bahamas,-37.718006,11.411958
cooling,-31.034103,-30.811287
Photoperiod,16.159801,29.136501
aleutian,-29.248156,-32.012928
legally,19.694494,-20.742613
iav,-10.353396,-30.380934
plnull,17.775845,43.739403
gives,2.047389,-37.47539
CLM,-2.3423877,-47.655712
Keeping,29.357153,18.012877
releases,-38.713463,-7.8476777
COBs,-20.22789,2.349961
CLE,25.135443,4.344844
legumes,-29.458138,0.7108874
nazca,-31.281334,9.585181
alas,2.0535378,14.566614
copy,-9.702229,-13.18869
CLP,-44.469593,-15.058728
specify,35.55785,-27.17988
population,18.817074,-44.72455
unfortunately,28.025291,-24.1397
COBE,20.045706,14.930469
Marinoan,-34.996384,-17.662397
kbrc,-41.24047,2.641549
aesthetic,21.676111,-15.680025
Wasatchian,27.695892,7.9259157
outcome,16.477177,-32.304714
Nicaragua,-5.194516,6.5662622
Variables,32.519875,26.278946
polycrystalline,3.2298763,13.895711
generalization,19.671906,-28.960564
straddles,-16.494057,3.0161917
Potsdam,3.254768,-26.24258
sells,9.257963,27.31464
Venezuela,-38.265797,10.073661
kush,-3.409005,10.240134
aesar,7.9737363,14.9086075
Oceans,-33.906044,23.8787
Mapping,10.229158,-41.30241
phillips,11.089318,1.3473746
ideal,21.013998,-30.83933
Operating,16.372704,20.478352
fracture,-37.971355,-19.741024
parklands,29.750595,19.059124
blunt,20.980715,6.298176
fcp,-31.022585,28.75531
urge,34.20728,-25.995762
cnrs,4.640014,-15.815253
aspen,-29.680735,-12.82935
probed,-0.17472365,7.1593857
dipwells,-3.8337014,-0.60584706
siltstones,-22.268965,2.7959926
clearer,24.841082,-23.256197
upregulating,5.111046,10.856042
Jmax,-22.644073,28.10178
bifs,-23.718115,10.337699
cleared,-28.860151,-16.214027
cnrm,-4.628771,-47.725353
fcm,-17.506708,25.85761
fco,-27.601177,25.75391
StalAge,8.077688,-5.4346495
Feox,-8.5088625,33.266132
geographic,-28.40633,-21.555168
nonlinearity,-24.512037,-33.173725
wclim,27.756042,33.82811
PINGU,21.096617,16.570745
adopt,36.109623,-27.45381
heat,-23.133749,-25.22827
thaumarchaeotal,-6.470368,21.477343
soho,-3.1640787,-6.3268437
Ellsworth,-0.74803716,16.877487
sculpted,-18.846008,-0.248084
gloeotilopsis,-14.357191,15.009598
nls,6.0894537,3.3784742
nlr,23.94499,36.108006
recalibration,31.041073,24.09287
workshops,27.5858,-20.395546
Covariates,14.254645,22.899122
passages,-32.33666,-26.187002
postdepositional,15.574859,30.733673
landis,28.213737,37.335953
correlatable,4.226334,42.026302
caninervis,4.0720487,-20.728794
sgls,-35.38317,22.506725
Compendium,12.236471,29.856165
Progressive,3.790479,20.235575
H,-48.949783,-6.330239
allotted,25.138502,5.219763
PAST,26.247864,45.746525
multimillion,44.495102,4.1441603
ballasting,-2.9565387,38.08603
PASS,16.691471,32.570972
hedge,21.907171,18.063332
glacially,-37.04067,-16.47873
upthe,16.412706,31.612474
guariglia,19.014643,-4.283245
translatable,16.07854,15.550036
convolve,-5.9755845,5.9378805
kBrC,-41.244328,2.6714914
DSRS,19.681591,50.278027
rifted,-3.7535286,21.148926
medusae,11.530704,26.697893
imposing,-5.071423,-39.76226
closures,17.797083,-16.028112
connections,16.662615,-27.364534
college,13.263659,-44.267796
Tetracentron,7.422325,23.66408
collects,13.204197,-1.490344
uncorrelated,-1.8333948,-37.4311
goethite,-39.12049,-0.82485783
NIGP,-28.16057,11.424117
caldeira,18.774206,6.9532046
nitrification,-36.235435,-6.4859757
farmers,23.05005,-38.453087
federal,26.142748,-34.28006
subsequent,-29.047934,-35.086727
circulating,-13.072062,-0.17803943
hist,-1.4698642,-28.74289
outside,-32.063534,-33.002228
reproducible,27.179382,17.935862
deforms,13.496668,24.677324
corridors,-30.345816,-10.767983
communicators,27.799927,-27.681543
Natural,15.838091,-41.049583
orthologue,4.5070004,13.071423
Determining,32.460014,-5.973012
FUND,36.544136,3.5962636
densely,-31.20322,-16.637651
dmin,8.168646,29.726309
indiscriminate,1.9703393,2.0165648
Monte,6.7218003,-33.660683
latch,-10.651896,14.843917
southernmost,-38.31224,-25.845388
Individual,-11.565273,-35.078117
dichromate,-20.441095,13.442952
regressions,-1.1567172,-35.02011
duty,19.608961,-38.55157
afterwards,-0.5528604,-44.973488
brightly,-4.858245,18.538065
coarser,-10.451246,-34.484425
pot,-10.33022,-7.356206
colony,-42.918056,3.5947974
pos,26.848564,41.15406
pop,1.2625264,-24.878433
satisfaction,18.002714,-13.146005
pol,-10.601117,22.133821
pom,-40.884384,-0.10003907
iterations,5.9513874,-33.38629
pod,17.68343,22.111734
bioregions,-20.185272,18.67809
poc,-38.09271,-6.108643
poa,-33.744995,28.742044
Electric,15.046537,-18.06386
acetate,-15.8505335,-13.691823
trie,-12.195772,25.789001
Arable,-8.290436,9.11476
nA,-5.939072,-8.7154665
helicopter,29.447557,18.799698
hses,-40.82519,-10.500057
nilotica,-9.821751,-15.135941
engine,-2.080001,-11.213375
ndsi,-2.4575803,29.185883
radiates,6.6135483,17.420471
IBRD,-32.32878,-18.69879
Together,3.374333,-41.67489
tiger,-7.1546745,12.14051
rhizomes,-11.427231,6.7519097
minister,21.977142,-11.440967
eaters,-10.531774,16.54028
careful,19.958378,-28.19469
irrelevant,26.361647,-23.975866
Kima,42.15975,-15.606769
sediments,-42.443493,-14.663883
myself,8.679976,3.9114854
macromolecules,0.66206235,6.686225
advocating,17.358242,-15.784552
mount,-21.272936,-14.59011
volatilization,-20.880564,11.622359
premature,-25.307037,-13.065
spicula,-24.432503,24.92516
slippery,2.9366748,11.09101
Balanced,26.296347,29.983728
mound,-15.951683,1.3717155
cetacean,7.5200515,2.2907298
interconnected,14.241173,-22.69143
SYMAP,12.881187,9.789177
Oak,4.0342097,-19.161327
discrepancy,17.433077,-27.086956
parse,12.1055,14.221412
coupler,30.439209,14.79009
aAMOCi,20.476978,11.338502
rsurf,-27.508438,12.817907
decisively,6.233949,31.477455
Correspondence,13.589866,5.640627
erroneously,17.838999,-11.397586
palaeoceanographic,5.4696674,-48.61391
check,18.243162,-30.903576
bermuda,-32.120655,17.857647
neritic,-23.56305,6.087759
insurers,22.708576,-15.61787
Brody,10.545639,34.391056
nest,-13.83199,-23.525528
lutz,16.32988,15.978273
nj,-27.458513,27.364683
persons,-3.4535577,-53.763794
statutory,21.975925,3.4731116
McMurdo,-32.614906,-16.365587
Goode,10.758861,14.1758175
footprint,-9.636035,-25.316603
climatological,-20.879719,-31.973475
palaeogeographical,23.439285,-6.1684985
nesc,4.830385,37.224545
eucalyptus,-18.457397,19.125835
Nyssa,-14.77595,8.4783745
pennsylvania,6.5749335,-16.585598
no,-51.80445,-0.77812177
civilizations,-15.268838,9.759673
Psychological,22.970814,-3.015805
PSMSL,16.775602,16.997679
synthesised,2.4938784,1.7330388
reward,21.158747,-21.742987
Physical,11.011319,-23.48495
biogenically,11.518942,16.637276
CTRL,-1.5578641,-28.244806
Oslo,2.7261126,-26.123545
actions,24.779736,-35.151745
ne,-40.58665,-29.772524
risking,15.804506,-1.9676203
replanting,11.030815,-7.4997044
conflating,22.74088,5.816322
Pavin,-6.3041964,26.90556
stratiform,-16.649073,-22.933008
incurring,14.417454,-9.0442095
halfway,-16.715612,-6.4072237
alphabetical,3.2447207,0.9056354
cumulonimbus,4.956223,1.1103842
widest,-33.919216,30.678368
rose,-25.549198,-38.387753
seems,29.45682,-27.09392
Gauss,-26.28984,10.6062975
scheuchzeri,4.5829196,31.767973
disrupt,-8.623033,-42.848843
ross,-44.358986,-25.467636
autotrophs,4.4032645,21.737314
communitarian,28.093811,-11.17392
kills,-6.345008,9.994869
crustaceans,-32.01954,1.0208224
oct,44.47306,11.609197
confines,0.053898066,11.765523
traffic,-15.679463,-22.094305
inflation,3.9312193,-34.556877
confined,-35.967697,-25.940033
accepted,26.068909,-26.084126
tif,32.950745,10.145462
ns,-50.32539,-1.8822403
RHft,7.3485546,9.304338
Los,14.838898,-46.680573
subarea,0.7818552,18.69085
multifarious,8.496115,1.5733141
Daphnia,-11.942387,15.225087
cdom,-7.40894,4.2685947
deltaproteobacteria,-30.371643,-3.003714
reduced,-11.187996,-40.139168
burdens,21.563982,-15.559197
West,-43.59458,-30.4181
shortcoming,37.08507,-10.213269
hurst,-32.870876,34.24461
Jolla,-28.180588,36.509598
reconsider,28.545723,-10.432278
olive,-17.482655,-32.97515
portend,-6.7211046,6.723525
Samalas,-21.216148,-14.451173
resonate,-1.6917403,-3.680129
niod,14.01665,23.539928
oxygenic,-33.97562,-4.5088525
harvests,-22.428974,-11.531297
esgf,29.611502,10.797305
Vieques,-11.45178,30.048824
optima,-17.092396,16.098076
TRN,-3.4328442,45.60646
herringbone,0.13760163,25.49691
TRB,-33.05043,-30.519487
TRY,17.312752,22.57972
kwongan,15.585508,36.836918
absorbance,-41.176643,2.245713
TRR,14.280391,6.1429744
TRW,-7.9974732,-32.58793
kenes,-8.715655,27.830408
Poll,36.514374,-12.920879
radiographs,-6.4693046,-11.747745
HTM,8.334669,41.004707
bouguer,13.767322,19.675388
spss,6.2608976,-26.261694
informing,22.69126,-30.204693
ngo,22.443851,-19.290285
pexpx,5.694145,28.86145
obeys,9.878283,11.338928
equalize,18.532833,-9.098903
tariffs,12.247348,-2.5892718
Guangdong,-42.847755,11.15951
timeseries,-5.240817,-34.075558
nullarbor,-35.13553,6.256387
multipool,14.589713,16.177088
forewarn,-12.983128,16.301378
accounts,12.93803,-32.727924
conservancy,44.875984,13.577607
Otto,6.5516825,45.10361
Jiujiang,-0.4921854,13.089762
plinian,-4.619888,26.018272
theoretically,30.051138,-22.391085
buds,-9.55551,16.419483
achondritic,-11.968727,3.494289
scrs,-14.092597,42.90147
fossilworks,5.25045,15.117694
boreum,-22.426771,-0.24644966
Devonian,-26.510231,5.446573
Wheeler,7.696555,35.43355
liberals,22.529676,-21.700752
turbo,10.27644,25.259068
Basal,-15.380976,3.1548338
buda,-4.0726705,13.661052
hashing,15.829392,35.407696
shatsky,15.175416,47.80665
NGO,22.49459,-19.265076
newtonian,-1.2922336,-7.9720373
ELC,0.21569234,-6.7636995
regard,5.0002103,-42.64311
ELF,-2.7396302,-9.971542
ELG,-15.952153,-29.123913
amongst,-30.89786,-3.0216305
Namibia,-40.168144,9.992604
Error,-15.742648,-33.158543
promote,-10.492538,-43.08359
palaeotropics,0.22511159,26.9527
Heavy,-12.088861,3.5856867
RONO,6.9988437,29.24595
proactively,21.115969,-12.416233
minerotrophic,1.0609164,35.463356
shrubby,4.248165,9.332233
inoculation,-4.9536333,-1.1279995
Amundsen,-44.392956,-25.276632
diverges,-12.657534,-4.1741033
Space,11.006541,-46.385365
NGS,34.7513,7.8044124
ryder,-3.44327,15.508332
utwv,37.72242,24.033009
acex,-36.52817,-40.5689
diverged,-28.514118,-0.4554432
acer,-19.824753,20.26502
ogmelt,3.4139018,36.261215
HDM,-35.752197,29.350218
Sizer,-4.3254375,-7.071962
biochemistry,4.9467936,20.737514
SGP,42.432648,-12.032186
discerned,22.05048,-9.8764925
caecilians,-12.702493,13.471943
ACSM,-24.207502,30.003912
narrowing,-12.0322485,36.17371
bryocarbnp,7.823274,21.439192
SGL,-7.28564,31.355576
starkly,3.1515565,17.53429
briefly,10.702827,-35.94949
subzone,19.28796,14.550692
Subsidence,17.998762,40.253067
collaborative,24.68499,-33.085423
hwi,3.7378492,40.836437
chloridoideae,-21.897429,21.51024
embolisms,11.515041,22.673424
Jeremie,-15.692631,19.67132
geomorphic,-38.666138,-17.012857
recognise,4.2668185,-4.0814776
proteomic,12.198191,9.27437
Composites,27.500483,34.132317
hws,-20.253464,-29.686928
hwp,-26.31413,6.196042
unresponsive,3.8674247,29.135052
thematic,-5.1621323,-20.931374
pollens,-18.214079,17.659658
Brewer,-5.283688,-28.856846
unmitigated,30.181248,-7.268784
disagreeing,13.308984,30.677608
internalized,5.543062,-3.985143
INDC,17.045527,-21.351784
Ribosomal,7.327114,1.4977766
transports,-24.762344,-25.889816
citrate,-20.44637,14.407108
disp,-21.509373,29.665907
alo,-2.2917275,9.030213
all,-0.6366115,-38.896164
alm,-6.9495955,8.164383
alk,-46.62003,-0.97723705
chinese,-41.54493,-33.079014
pth,9.306967,21.44342
Undercurrent,-31.301937,-26.718254
ald,-4.107255,2.4518108
concern,26.542978,-29.690125
hatteras,-37.011982,12.429616
spacecraft,-8.232474,-21.528776
coronene,-21.451834,12.746646
alx,-18.3171,9.171974
dish,-12.767853,-6.4245315
PRIS,21.962269,13.5933075
disk,-23.376911,-19.59934
ptr,-7.9385223,-7.9124603
ptp,26.819866,35.13607
soaelvoc,1.493176,1.1985203
foresters,29.292318,0.7494751
hyrax,-2.0775676,16.872322
misses,12.959685,-10.63445
Dongge,-35.45423,-37.068348
Posterior,14.967977,18.138075
stochastic,-13.6721945,-38.54145
histall,7.036117,-5.077064
activities,5.724587,-44.5967
GIS,-43.701714,-22.386032
Calculated,3.1340678,-21.802233
oxides,-44.220005,-7.820043
GIC,-1.5271244,-0.57377166
GIA,0.59298515,-30.73996
hamiltonian,8.788161,10.641093
lsms,46.152435,8.0525675
GIc,-2.9576097,3.7080996
fto,7.3422375,28.095934
Nitrogen,-37.97329,-4.304308
programme,11.996961,-47.152985
immanent,22.322643,-5.6088724
monomorphic,-8.235937,37.714935
monodisperse,-5.0852075,-9.046164
Interest,21.50434,5.3494387
Circle,3.7126038,31.530092
what,30.65988,-26.094322
decimetre,-13.062102,-5.7252254
ticks,-30.49477,-7.07291
crust,-40.10096,-18.163939
recharge,-35.821857,-22.755293
multitude,23.559061,-13.430499
Rush,48.238396,-6.8947296
transiting,-22.303051,-20.009361
nena,1.7515287,39.226788
behaviour,-14.080177,-37.905735
wildland,-20.405283,25.045837
condenser,30.637318,28.91894
condenses,-12.967492,-2.920263
berkeley,12.959434,-43.605133
drepanotermes,4.5188117,21.744362
obstetricians,1.2128849,-6.2890697
norden,-37.080067,19.343575
nens,2.0932705,6.5923
mesoamerican,12.975943,27.71776
identifiable,-26.514757,-12.180799
Singular,17.965145,36.827015
myrs,45.05357,-4.6392775
extremes,-25.387949,-15.085732
clastic,-39.14572,-14.582382
LZB,-25.19292,23.860237
elongated,-18.032059,-4.774327
imaging,-8.028549,-22.763983
garp,21.11954,-0.1854915
rks,5.196201,42.844864
Top,-14.412166,-33.39794
breadbaskets,17.10747,-4.875471
Dai,-5.5784583,41.941246
Globigerinatheka,6.39063,17.778685
Too,17.913523,34.220783
Tol,37.940083,5.083565
Toc,13.388026,40.01712
coatings,-40.76301,-5.0024486
leizhou,-34.790802,10.309412
datong,41.83583,-9.23919
seaward,-36.778355,-18.873013
faint,-21.838007,-19.28638
Overall,-28.26006,-20.923363
unstressed,-24.01484,14.221827
widens,15.273534,-8.879017
unthinkable,14.526256,13.762773
minor,0.8140015,-43.056755
seeps,-37.379105,-11.086509
parametersthe,30.431278,18.381386
knows,8.219862,-11.456971
Pingquan,2.0753975,29.128986
spacers,-8.571796,-13.954596
Gravitational,19.2249,36.755684
fossilizing,27.587982,9.286982
surface,-17.830112,-22.884554
known,13.676174,-29.139048
saussurea,-14.740568,22.793036
qgfp,45.486076,10.237255
saharan,-37.326363,-29.68825
Strengthening,19.064394,38.405613
Particularly,-13.07798,41.548023
eden,-29.670391,10.198121
gakkel,-16.597948,2.8191328
Ins,2.1121135,47.095127
v,-52.40979,-4.3579116
unfairness,21.677721,28.57697
micromilled,-14.3726,0.91650826
Inc,9.613848,-42.818573
kirk,3.6031024,0.11748539
prehistory,14.3583975,40.142097
Equatorial,-31.480536,-26.99051
frecon,17.803087,18.45493
Norb,4.98577,5.326489
Coarse,21.216454,42.07422
pond,-34.79539,-12.762469
shanxi,-41.744267,11.444808
influenced,-5.7929425,-41.476326
kobresia,-21.25587,19.061306
upbuilding,-7.381794,1.6868403
Primula,-15.050861,17.014563
Lyapunov,-1.4009883,-6.6059303
diffractogram,12.899663,15.48701
Firmicutes,-30.03607,-3.8183832
Alternatives,21.777908,37.39557
explains,-24.770166,-32.03196
goat,0.12261799,-2.487504
Structural,24.59665,13.191428
acknowledging,16.795082,-10.718515
capture,34.73974,-31.99198
weaknesses,18.999458,-29.619299
TUNU,-6.8008547,8.826281
Urumqi,20.82714,22.799372
landlocked,-22.371073,-2.061036
langley,5.553263,-19.224857
catalog,25.93912,26.684814
WCB,2.5536125,9.802712
macbc,16.72758,27.245508
WCM,-17.40192,25.875872
chiefly,17.827381,-4.1081233
dsc,5.6402235,-1.0059377
devote,10.468074,-6.2237186
shady,-0.92116326,14.721742
eecra,33.57138,28.941809
shade,-30.620329,-11.759999
Halmahera,-33.716938,7.939599
turnover,-35.804646,-5.542101
Relationships,-3.9922218,-32.44565
klinkhammer,4.0978923,-1.0371376
developed,8.575245,-38.71029
Nsungwe,-6.2553163,29.61886
inquiries,9.223686,-2.145845
reactant,13.264099,42.687263
disagreed,2.716213,-5.569594
style,-39.341866,-12.152757
Full,5.244061,-39.00608
xerothermophilous,18.75231,27.73041
pray,17.49145,16.2721
fairbanks,0.19075988,-11.749342
affine,18.381397,24.049644
resort,28.342705,-6.2445035
disagrees,-6.6155744,1.3120048
Hamburg,5.120811,-17.480782
Fulu,-6.73594,29.373611
flexural,-36.429733,-18.947042
guam,3.42855,-9.687915
wouldn,10.326503,-21.175268
Illustrator,43.846928,-2.2076466
ensop,38.788925,17.16237
palaeoreconstructions,19.246222,16.356617
sulphate,-42.785053,-5.8299603
SOILWAT,32.048462,19.97968
characterizes,14.109903,-24.248163
Brownian,-8.368735,-12.152276
oppositely,14.938199,30.715593
unconfined,-15.738839,-0.52411443
sedimentary,-42.34042,-14.8033905
characterized,-4.844622,-41.55273
elpi,-3.0293052,-5.245952
unravelling,24.142391,-12.954648
colder,-29.710958,-37.946472
reanalyses,-5.8004355,-25.04075
inflates,10.578093,10.891165
Anopheles,-24.94396,-7.5745854
Jingyuan,-14.514859,30.307457
expect,34.94332,-25.394089
organised,14.254905,-4.1257095
Reading,7.485924,-14.716182
reanalysed,32.99803,7.029817
More,1.456607,-40.90927
SABER,33.75133,31.33396
SZC,-10.727104,-29.336369
SZA,4.9625916,46.938828
induces,-26.259119,-27.949747
adhere,31.051037,-19.223047
callipers,18.296051,41.76318
shipment,18.026745,27.579615
induced,-5.256581,-41.98204
Coral,-47.181248,-13.931647
Perennial,8.082587,20.911236
Uauth,-16.370026,25.357624
monotone,8.569226,2.882519
ClimateNA,-3.4665067,-26.087702
tetrapods,-30.779253,-0.3795719
Papua,-39.513382,-30.047434
hydric,9.834462,33.101837
cookie,1.070886,-3.7894013
reconfigure,1.4969411,-2.63134
fuller,25.832773,8.689408
obscuring,17.96571,6.8570375
eroding,-36.04848,-15.50828
tsunamis,-21.303814,-9.487162
makassar,-32.337086,9.952691
bistability,19.638803,28.551926
Past,33.620625,-3.0279903
pethei,-20.38784,16.65951
disincentive,16.90295,19.793905
consequence,12.355639,-28.036049
experimenter,3.7406344,-3.8295622
vernalisation,26.650105,-3.8586705
feed,16.537891,-42.515972
hydrides,18.084368,11.374614
dammed,-30.119831,7.6506314
feel,30.858198,-25.62001
feet,-15.916829,1.2071763
Olivine,3.5769813,26.08675
colombia,-38.1292,-31.775993
fees,25.434156,-6.3785233
says,29.73002,-25.38942
submaximal,10.835084,24.77211
demagnetized,-17.331327,-18.467169
ModelE,1.3932695,-24.010738
Models,-2.8787055,-45.396435
Res,-2.5125337,4.318181
Gulch,-26.101532,1.7027998
destruction,-34.38385,-6.6115465
piedmont,-22.497253,-0.18725906
recovered,-36.639774,-40.399807
oversupply,23.462324,20.227123
rotifers,-31.060888,-3.9050612
GTC,18.178085,36.845375
pipelines,13.196019,-8.232523
pump,-35.210415,-5.504794
Companies,13.820071,-6.4443283
GTM,42.547752,13.347479
adonis,-8.75735,-15.692266
GTP,-2.9462562,-30.42521
GTR,28.596397,13.002682
GTS,-2.617786,-21.354921
warping,-17.10523,4.762033
Road,3.5754933,-18.288668
karoo,-16.236895,6.6993666
aims,30.278389,-31.691498
exponents,-0.40422758,-33.720604
ELVOC,-41.412437,-4.3768525
Formation,-42.94215,-14.331333
pairwise,0.7977951,-34.174763
ultrapure,-14.004016,-9.768669
outdoors,3.9134786,-8.602053
finely,-23.669506,2.022872
decadal,-21.474876,-36.666264
microstructural,-8.399788,16.54202
Northwest,-41.31752,-30.618828
liabilities,20.913628,-17.81709
EarthEnv,32.41444,25.919115
suspicious,16.933334,8.504182
Esper,34.301567,5.9465494
NPGO,-22.51022,-33.63139
OCNobs,6.807082,6.6907525
cognizant,13.366476,38.30521
coppice,1.83752,3.309971
cyclothems,1.0619563,32.77939
Derivation,13.394465,3.938968
geomagnetic,-20.173529,-27.602337
chrysophyte,0.0096427025,17.806944
unprocessed,-22.552944,1.8439578
Droplets,19.108274,40.832516
moist,-26.529848,-23.755188
PLFAs,-32.142723,-3.641142
Germany,-41.998928,-32.476463
Red,-17.465752,-34.759323
finding,33.768616,-22.038576
donor,16.760523,-11.830372
freshened,11.51236,31.958727
unremarkable,0.8605336,27.128746
Orbis,36.096523,-8.828508
eruption,-44.59171,-17.2199
AfClix,16.734253,-16.513083
Threshold,40.154617,11.181476
Diagnosis,33.32835,15.860945
nothing,29.206177,-21.757828
mangrove,-33.01445,-12.388841
admitted,5.202191,-4.00613
Lisiecki,3.9654388,13.937028
dpet,8.144911,-27.6285
stringency,21.31634,-35.216637
Lovelock,13.898292,7.3705854
gastropods,-31.913725,0.56058776
LGM,-22.342371,-46.476498
LGC,-7.617635,28.025602
submodel,30.023615,17.208199
Terrigenous,-0.34030834,25.758583
Sundaland,-2.2368586,8.09437
LGS,11.105552,22.818815
notch,-20.37217,1.551791
compounds,-42.594353,-6.9935174
LGT,-4.952588,30.950745
subsector,24.496244,4.7516484
subpopulations,-17.73519,17.179722
cdf,-0.9159631,19.969868
journeys,-8.894442,11.8932905
cdl,3.3455515,9.6445465
cdm,13.78298,-13.35749
cdo,31.32306,9.057548
cdh,14.794546,12.737067
rth,11.084857,22.072727
rtk,9.867841,-3.9201741
scatterplot,-3.6377645,-28.532505
readjustment,16.395166,29.437038
Dronning,-47.361774,-22.06201
radiolarian,-32.97053,0.04426398
cdr,16.147642,-20.965492
Recorder,27.738253,31.070154
metagenomes,-23.182213,5.7743697
dilation,-0.5718129,10.485065
stubble,27.495558,28.995918
Agglomeration,25.142405,33.63175
nfpp,10.327679,15.058669
inflection,-12.57729,-26.49699
hibernation,-22.626554,-10.975743
moses,3.178016,-27.667646
subcanopy,-17.126158,22.371014
IAM,5.384715,-29.578299
shepherd,1.954085,20.660131
publicity,17.62651,-8.121518
spurious,17.612127,-27.39925
compiled,10.677325,-43.128056
cryotic,-12.087388,5.8646965
IAB,-2.2127132,28.31482
Palaeolatitude,18.126713,37.2052
fastest,36.691277,-12.69554
critically,-28.416544,-9.542268
IAV,-10.350885,-30.377113
IAP,33.188034,12.8908205
compiles,14.502351,13.834338
refilling,-10.897923,7.9452586
submicron,-26.148022,13.517858
unaddressed,14.7456255,-11.202973
continuum,-21.303656,-23.753298
burang,26.74274,27.25956
bearers,24.504951,0.3293578
